timestamp,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
2025-05-21,34.704860533257325,0.2467924798925718,26.35486503994713,19.47809224998703,10.228957828978698,-1.897270102540652,8.125982501506806
2025-05-22,36.58575697543224,0.9439158658484618,27.810183364382635,19.85536299989621,10.367106707324584,-1.816640731434028,9.79314576427142
2025-05-23,37.68420987109344,1.436504414781928,28.53179801754653,20.183930821202697,10.555507863581182,-1.7833002978960673,10.49703582127889
2025-05-24,29.966959497551127,-0.4196506981551646,23.01961326783833,19.34847175326944,9.491680493742228,-2.216521604682008,12.381844099362691
2025-05-25,27.89173606888453,0.523273554071784,20.48537084758281,19.54779999651325,10.33445163033406,-1.8123540926774344,11.95122833609581
2025-05-26,32.11938358146946,1.989287191559871,24.14899973243475,20.29619241553793,10.27086515579621,-1.6923285562743742,13.29416267077128
2025-05-27,33.78383685151736,1.833104871238272,25.32178452845663,20.19731731913984,10.378808012773597,-1.7440402385145424,14.058355771303177
2025-05-28,29.84478019066652,1.352537367599706,22.476415814161303,20.12015450133632,10.107862243771557,-1.805958181299269,14.29917419830958
2025-05-29,29.32317871610324,0.8238861640145384,21.97464749624332,19.67165233068665,10.010985758304598,-1.8311335861235856,10.973998376528424
2025-05-30,37.17958919145167,0.1509839996124306,28.58973078899396,19.57859982942169,9.784759157150985,-1.9822541369721287,15.271795844634374
2025-05-31,37.88400376745065,0.4215443037723501,29.07227872163057,19.68901126672017,10.033209267963969,-1.9389796384970344,10.895327469110487
2025-06-01,40.19778737346331,0.9440055783738696,31.027259993652503,20.075587235618386,10.168455473760764,-2.017431688080231,7.774037512242795
2025-06-02,38.793928073545295,1.689033399636547,29.646853693354256,20.1956304201372,10.309506797576946,-1.8931195250873765,8.764829136530558
2025-06-03,43.15477152526378,2.9209081147362785,33.33459294708445,20.969108938060703,10.2543562245965,-1.8682162793700887,11.057343284487724
2025-06-04,35.11008123610417,0.3551600988209246,26.86885827941199,19.56896807774157,10.091081272174916,-2.007361484783391,12.187306635777157
2025-06-05,35.51513616086046,0.4812899636427565,26.960749581033983,19.89203981349617,10.074663042734068,-2.0671701427797475,10.89539339184761
2025-06-06,30.737972161610923,0.3970539339482787,23.09180864105622,19.83207265179853,10.160563771943252,-2.1607274303908146,8.862130829691887
2025-06-07,36.019839606116214,1.0342521975537144,27.066971235256645,20.056487005293373,10.654833491176367,-2.1935234970475235,9.654171672066052
2025-06-08,40.51951202559472,0.6373825607448816,30.92816945612431,19.96936593433718,10.455819385697446,-2.3138892049590747,10.918500755230587
2025-06-09,32.036218914131325,0.0424368540396295,23.34778656135003,19.630948665862284,11.262488648702702,-2.160727402001619,10.968377466599147
2025-06-10,32.518805996010705,0.5233632238209251,22.60674782663584,19.458883177188536,12.812603312571843,-1.845354297928512,13.677469177842141
2025-06-11,32.568837322115904,0.8358173524141316,23.92467075755199,19.955761758750928,10.956166555305323,-2.0030068336253364,14.54322747727235
2025-06-12,35.19871292686462,2.025349969193339,25.26622882137696,20.24204782059292,12.193700358390808,-2.0383204419811567,17.38207660714785
2025-06-13,38.35549136012793,1.2627393591701983,28.38924074145655,20.11438633473776,11.699249300519623,-2.0341699253618715,12.370827522476514
2025-06-14,41.312723984042805,1.1183089519143108,31.73923039684693,20.06976465913529,10.226508773356676,-2.1710697360162934,11.583510793497165
2025-06-15,44.80274063110352,0.9800683239251374,33.36569861372312,19.998206779087585,11.997589055220288,-2.0796217575271925,11.087572503735622
2025-06-16,42.94942805957794,0.4213648305982354,32.68761885881424,19.82042749964322,10.619003701239825,-2.2766023933961987,14.709048336346946
2025-06-17,41.83432557710012,1.2083760711848734,31.637966673892617,20.10850931917876,10.920064660092196,-2.237342338070273,16.065660006403924
2025-06-18,32.635518200476966,1.2505390011121833,22.821568266749384,19.955924999351307,12.610958747953177,-1.940884796857833,16.890009189645447
2025-06-19,34.07797801316778,2.1276173609693845,25.19152051071326,20.323237509081764,11.21858581831058,-2.036211173415184,18.515220807592073
2025-06-20,36.03665473403533,1.796952466631929,26.80134920060635,20.36383231764784,11.224028313120208,-2.067306204083065,19.302571702202158
2025-06-21,33.08472320733468,0.9439160048713284,23.72200745880604,19.764269509899123,11.9642989902248,-2.1958369102912645,20.265302457809447
2025-06-22,31.82002408081293,0.3308491487006348,23.386227604150776,19.55743175832928,10.73774095421036,-2.1875358466357,22.13633588155111
2025-06-23,30.43273130339384,-0.4859452387044826,22.616527814070384,19.32349451346696,10.113123313436908,-2.303478830153743,23.807960057258608
2025-06-24,36.97962949478626,-0.7329122715592385,28.02018166686097,19.25389558062827,10.491830622404814,-2.1790986831486223,23.798595779339472
2025-06-25,32.72423262969653,0.0906102504705387,24.419239863852663,19.61935793048392,10.28755546888709,-2.2683693441698947,21.218835029006
2025-06-26,34.63279540202518,1.178234042182565,24.88501251230637,20.01181092183354,11.854088383823637,-1.953336395382881,24.038987466096877
2025-06-27,34.49404960473378,1.2021861929980415,26.089242868671818,20.27284766931336,10.364748266955218,-2.170797580964863,23.843973302443825
2025-06-28,39.80921627471348,1.2142968091219666,28.82132666712006,20.060187310852733,12.578122332324584,-1.911830993965268,21.537618306775887
2025-06-29,42.09500194501877,0.3069866863489152,32.009334980050724,19.542031850591925,10.784818465108671,-2.1813440211291115,25.77503093202909
2025-06-30,41.66783036065102,-0.3298526843786238,31.71505209952593,19.44141539584349,10.43931049775084,-2.3201490509783227,29.02593083659808
2025-07-01,42.02301986082395,0.0184847272858023,32.270270830094816,19.764432780501743,10.20446666721503,-2.591703330251077,25.311400857567786
2025-07-02,49.78557969665528,2.518655790567399,35.92703936576844,21.145038002491,13.732022950172423,-2.418060973525047,25.885846974054978
2025-07-03,34.62186141689619,0.0005430723826087,25.43303213954593,19.634921068685752,11.243349106977384,-2.4235723667914666,25.959366694291433
